Infinitive,Partizip II,Hilfsverb
zerreiben,zerrieben,haben
blinzeln,geblinzelt,haben
verpassen,verpasst,haben
umgestalten,umgestaltet,haben
heimzahlen,heimgezahlt,haben
infiltrieren,infiltriert,haben
booten,gebootet,haben
scheuchen,gescheucht,haben
betrüben,betrübt,haben
herbsten,geherbstet,haben
rauschen,gerauscht,haben
herbsteln,geherbstelt,haben
obwalten,obgewaltet,haben
vermessen,vermessen,haben
hochfahren,hochgefahren,haben
glossieren,glossiert,haben
kastrieren,kastriert,haben
aufwerten,aufgewertet,haben
abwerten,abgewertet,haben
koten,gekotet,haben
vermöbeln,vermöbelt,haben
mästen,gemästet,haben
barmen,gebarmt,haben
kopieren,kopiert,haben
werten,gewertet,haben
prangen,geprangt,haben
berichtigen,berichtigt,haben
bessern,gebessert,haben
fleddern,gefleddert,haben
verknusen,verknust,haben
knebeln,geknebelt,haben
verlachen,verlacht,haben
zippen,gezippt,haben
anprangern,angeprangert,haben
scharwenzeln,scharwenzelt,haben
grollen,gegrollt,haben
reihern,gereihert,haben
verspeisen,verspeist,haben
rumoren,rumort,haben
umfliegen,umflogen,haben
abpausen,abgepaust,haben
ausflippen,ausgeflippt,sein
erstatten,erstattet,haben
veranlagen,veranlagt,haben
einstallen,eingestallt,haben
sezieren,seziert,haben
schleimen,geschleimt,haben
röntgen,geröntgt,haben
wiehern,gewiehert,haben
entgehen,entgangen,sein
stempeln,gestempelt,haben
verunfallen,verunfallt,sein
abfeiern,abgefeiert,haben
zischeln,gezischelt,haben
übersehen,übersehen,haben
barbieren,barbiert,haben
verschlechtern,verschlechtert,haben
vereinbaren,vereinbart,haben
konfigurieren,konfiguriert,haben
nachvollziehen,nachvollzogen,haben
buhlen,gebuhlt,haben
fertigmachen,fertiggemacht,haben
plätschern,geplätschert,sein
höhnen,gehöhnt,haben
knistern,geknistert,haben
applizieren,appliziert,haben
verlesen,verlesen,haben
hasten,gehastet,sein
rosten,gerostet,haben
lorgnettieren,lorgnettiert,haben
perforieren,perforiert,haben
eliminieren,eliminiert,haben
verteufeln,verteufelt,haben
zertifizieren,zertifiziert,haben
kollaterieren,kollateriert,haben
appellieren,appelliert,haben
inspirieren,inspiriert,haben
emendieren,emendiert,haben
abdunkeln,abgedunkelt,haben
mustern,gemustert,haben
aufregen,aufgeregt,haben
kehren,gekehrt,haben
gratulieren,gratuliert,haben
protzen,geprotzt,haben
klotzen,geklotzt,haben
rotzen,gerotzt,haben
migrieren,migriert,haben
zelebrieren,zelebriert,haben
scheren,geschoren,haben
mitbringen,mitgebracht,haben
wegbegeben,wegbegeben,haben
aufwecken,aufgeweckt,haben
kidnappen,gekidnappt,haben
schlingen,geschlungen,haben
zuordnen,zugeordnet,haben
konkludieren,konkludiert,haben
amtieren,amtiert,haben
recken,gereckt,haben
demotivieren,demotiviert,haben
erkranken,erkrankt,sein
lechzen,gelechzt,haben
beschickern,beschickert,haben
ausgrenzen,ausgegrenzt,haben
ermutigen,ermutigt,haben
optimieren,optimiert,haben
herunterkommen,heruntergekommen,sein
verkehren,verkehrt,haben
pflücken,gepflückt,haben
satteln,gesattelt,haben
entleihen,entliehen,haben
toasten,getoastet,haben
jucken,gejuckt,haben
knoten,geknotet,haben
stammeln,gestammelt,haben
abladen,abgeladen,haben
subventionieren,subventioniert,haben
anzweifeln,angezweifelt,haben
zelten,gezeltet,haben
zementieren,zementiert,haben
habilitieren,habilitiert,haben
bekennen,bekannt,haben
beabsichtigen,beabsichtigt,haben
zusehen,zugesehen,haben
verschwimmen,verschwommen,sein
ächzen,geächzt,haben
schwindeln,geschwindelt,haben
einschüchtern,eingeschüchtert,haben
mutmaßen,gemutmaßt,haben
einblasen,eingeblasen,haben
aufbewahren,aufbewahrt,haben
nachgeben,nachgegeben,haben
pullern,gepullert,haben
einzahlen,eingezahlt,haben
einbezahlen,einbezahlt,haben
wegmachen,weggemacht,haben
fällen,gefällt,haben
liebkosen,geliebkost,haben
predigen,gepredigt,haben
beschämen,beschämt,haben
liebhaben,liebgehabt,haben
blinken,geblinkt,haben
betonen,betont,haben
exhalieren,exhaliert,haben
geziemen,geziemt,haben
verstärken,verstärkt,haben
feien,gefeit,haben
verlautbaren,verlautbart,haben
feilen,gefeilt,haben
abschminken,abgeschminkt,haben
berlinern,berlinert,haben
angrenzen,angegrenzt,haben
auffahren,aufgefahren,sein
spotten,gespottet,haben
spreizen,gespreizt,haben
hintanstellen,hintangestellt,haben
einfügen,eingefügt,haben
empören,empört,haben
entrüsten,entrüstet,haben
färben,gefärbt,haben
wildern,gewildert,haben
firmieren,firmiert,haben
einheften,eingeheftet,haben
fremdschämen,fremdgeschämt,haben
schaden,geschadet,haben
amüsieren,amüsiert,haben
klimpern,geklimpert,haben
hallen,gehallt,haben
aufmandeln,aufgemandelt,haben
donnern,gedonnert,haben
experimentieren,experimentiert,haben
extrudieren,extrudiert,haben
kürzen,gekürzt,haben
duzen,geduzt,haben
ankern,geankert,haben
bandagieren,bandagiert,haben
zerschrammen,zerschrammt,haben
entleeren,entleert,haben
tuscheln,getuschelt,haben
absägen,abgesägt,haben
häkeln,gehäkelt,haben
dursten,gedurstet,haben
pinseln,gepinselt,haben
zündeln,gezündelt,haben
schmieden,geschmiedet,haben
trödeln,getrödelt,haben
duften,geduftet,haben
hochkommen,hochgekommen,sein
grenzen,gegrenzt,haben
belügen,belogen,haben
abfälschen,abgefälscht,haben
präkludieren,präkludiert,haben
abhandenkommen,abhandengekommen,sein
abkarten,abgekartet,haben
abhetzen,abgehetzt,haben
ausklammern,ausgeklammert,haben
folgern,gefolgert,haben
rekeln,gerekelt,haben
räkeln,geräkelt,haben
abmalen,abgemalt,haben
vergammeln,vergammelt,haben
untersagen,untersagt,haben
verknappen,verknappt,haben
deponieren,deponiert,haben
klicken,geklickt,haben
stapfen,gestapft,sein
nippen,genippt,haben
entziehen,entzogen,haben
dauern,gedauert,haben
jaulen,gejault,haben
gurgeln,gegurgelt,haben
bereuen,bereut,haben
dribbeln,gedribbelt,haben
züngeln,gezüngelt,haben
zuckern,gezuckert,haben
diagnostizieren,diagnostiziert,haben
erodieren,erodiert,haben
entgleisen,entgleist,sein
strawanzen,strawanzt,haben
pampern,gepampert,haben
ducken,geduckt,haben
turnen,geturnt,sein
ächten,geächtet,haben
beteuern,beteuert,haben
haselieren,haseliert,haben
fixieren,fixiert,haben
schnorren,geschnorrt,haben
balsamieren,balsamiert,haben
latschen,gelatscht,sein
auslatschen,ausgelatscht,haben
spalten,gespalten,haben
knüpfen,geknüpft,haben
verabreden,verabredet,haben
favorisieren,favorisiert,haben
impfen,geimpft,haben
brummen,gebrummt,haben
unterdrücken,unterdrückt,haben
knirschen,geknirscht,haben
ausbauen,ausgebaut,haben
hinreißen,hingerissen,haben
intensivieren,intensiviert,haben
frakturieren,frakturiert,haben
anbauen,angebaut,haben
vergrößern,vergrößert,haben
dämpfen,gedämpft,haben
andeuten,angedeutet,haben
verkünden,verkündet,haben
distanzieren,distanziert,haben
einschätzen,eingeschätzt,haben
säubern,gesäubert,haben
verwandeln,verwandelt,haben
auszeichnen,ausgezeichnet,haben
darben,gedarbt,haben
anschaffen,angeschafft,haben
vernehmen,vernommen,haben
abfragen,abgefragt,haben
ersuchen,ersucht,haben
enthüllen,enthüllt,haben
verwüsten,verwüstet,haben
ausweichen,ausgewichen,sein
beliefern,beliefert,haben
knurren,geknurrt,haben
flackern,geflackert,haben
trügen,getrogen,haben
bewachen,bewacht,haben
ringen,gerungen,haben
qualifizieren,qualifiziert,haben
verdünnen,verdünnt,haben
sichern,gesichert,haben
dissentieren,dissentiert,haben
kontaminieren,kontaminiert,haben
umsteigen,umgestiegen,sein
enteisen,enteist,haben
enteisenen,enteisent,haben
dibbern,gedibbert,haben
segmentieren,segmentiert,haben
buchstabieren,buchstabiert,haben
unterzeichnen,unterzeichnet,haben
verwalten,verwaltet,haben
tabuisieren,tabuisiert,haben
fädeln,gefädelt,haben
ritualisieren,ritualisiert,haben
philosophieren,philosophiert,haben
kassieren,kassiert,haben
verschachern,verschachert,haben
plenken,geplenkt,haben
ausrechnen,ausgerechnet,haben
besagen,besagt,haben
striezen,gestriezt,haben
nachhelfen,nachgeholfen,haben
durchdrehen,durchgedreht,sein
sägen,gesägt,haben
renovieren,renoviert,haben
koordinieren,koordiniert,haben
rechtfertigen,gerechtfertigt,haben
aufbauschen,aufgebauscht,haben
verspotten,verspottet,haben
schmälern,geschmälert,haben
einigen,geeinigt,haben
nachkarten,nachgekartet,haben
trüffeln,getrüffelt,haben
verpflichten,verpflichtet,haben
mannen,gemannt,haben
schächten,geschächtet,haben
schachten,geschachtet,haben
tschechern,getschechert,haben
erschachern,erschachert,haben
abschachern,abgeschachert,haben
schlittern,geschlittert,sein
erhausen,erhaust,haben
ersorgen,ersorgt,haben
tschalpen,getschalpt,sein
malochen,malocht,haben
prononcieren,prononciert,haben
portieren,portiert,haben
läutern,geläutert,haben
katalogisieren,katalogisiert,haben
aquarellieren,aquarelliert,haben
ergetzen,ergetzt,haben
ergötzen,ergötzt,haben
deeskalieren,deeskaliert,haben
verzocken,verzockt,haben
abzocken,abgezockt,haben
ködern,geködert,haben
abbleiben,abgeblieben,sein
abbleichen,abgebleicht,sein
abblühen,abgeblüht,haben
abböschen,abgeböscht,haben
inskribieren,inskribiert,haben
nachlassen,nachgelassen,haben
befürchten,befürchtet,haben
verlängern,verlängert,haben
zurückziehen,zurückgezogen,haben
imkern,geimkert,haben
abbummeln,abgebummelt,haben
ertappen,ertappt,haben
sortieren,sortiert,haben
grienen,gegrient,haben
frisieren,frisiert,haben
rangieren,rangiert,haben
massakrieren,massakriert,haben
exerzieren,exerziert,haben
aussteigen,ausgestiegen,sein
vorbehalten,vorbehalten,haben
elaborieren,elaboriert,haben
exemplifizieren,exemplifiziert,haben
einsteigen,eingestiegen,sein
zusteigen,zugestiegen,sein
ansteigen,angestiegen,sein
absteigen,abgestiegen,sein
bündeln,gebündelt,haben
einleuchten,eingeleuchtet,haben
erbleichen,erbleicht,sein
vergewaltigen,vergewaltigt,haben
debütieren,debütiert,haben
aufsteigen,aufgestiegen,sein
zoffen,gezofft,haben
ersteigen,erstiegen,sein
wohlfühlen,wohlgefühlt,haben
einkoppeln,eingekoppelt,haben
sprengen,gesprengt,haben
hintertreiben,hintertrieben,haben
rehabilitieren,rehabilitiert,haben
straucheln,gestrauchelt,sein
abnützen,abgenützt,haben
schädigen,geschädigt,haben
kraxeln,gekraxelt,sein
bolzen,gebolzt,haben
japsen,gejapst,haben
pesen,gepest,sein
zutschen,gezutscht,haben
entmutigen,entmutigt,haben
beschneiden,beschnitten,haben
laborieren,laboriert,haben
haaren,gehaart,haben
huschen,gehuscht,sein
ohrfeigen,geohrfeigt,haben
prophezeien,prophezeit,haben
zehren,gezehrt,haben
hupen,gehupt,haben
drillen,gedrillt,haben
wundern,gewundert,haben
demütigen,gedemütigt,haben
vorüberfahren,vorübergefahren,sein
stählen,gestählt,haben
blicken,geblickt,haben
weichen,gewichen,sein
renommieren,renommiert,haben
genehmigen,genehmigt,haben
quengeln,gequengelt,haben
strapazieren,strapaziert,haben
leugnen,geleugnet,haben
infrage stellen,infrage gestellt,haben
aufschlagen,aufgeschlagen,haben
dösen,gedöst,haben
versiegeln,versiegelt,haben
redhibieren,redhibiert,haben
wachen,gewacht,haben
schrotten,geschrottet,haben
rebellieren,rebelliert,haben
erben,geerbt,haben
erschaffen,erschaffen,haben
festnageln,festgenagelt,haben
abschmücken,abgeschmückt,haben
ausschmücken,ausgeschmückt,haben
spezifizieren,spezifiziert,haben
abwiegeln,abgewiegelt,haben
zäumen,gezäumt,haben
zittern,gezittert,haben
pichen,gepicht,haben
schlieren,geschliert,haben
unternehmen,unternommen,haben
besebeln,besebelt,haben
einseifen,eingeseift,haben
schlauchen,geschlaucht,haben
befürworten,befürwortet,haben
wetten,gewettet,haben
emigrieren,emigriert,sein
vertragen,vertragen,haben
ablaufen,abgelaufen,haben
hinken,gehinkt,haben
innehaben,innegehabt,haben
iahen,geiaht,haben
hüpfen,gehüpft,sein
streifen,gestreift,haben
verschlafen,verschlafen,haben
anklopfen,angeklopft,haben
detonieren,detoniert,sein
trocknen,getrocknet,haben
ergrimmen,ergrimmt,sein
osten,geostet,haben
timen,getimt,haben
fensterln,gefensterlt,haben
umbestellen,umbestellt,haben
begatten,begattet,haben
ausschlagen,ausgeschlagen,haben
hinlegen,hingelegt,haben
umkippen,umgekippt,sein
Rad fahren,Rad gefahren,sein
herausgeben,herausgegeben,haben
verschlingen,verschlungen,haben
fotzen,gefotzt,haben
vergeuden,vergeudet,haben
dekantieren,dekantiert,haben
widerstehen,widerstanden,haben
hätscheln,gehätschelt,haben
selchen,geselcht,haben
vorhaben,vorgehabt,haben
ablenken,abgelenkt,haben
gefangen nehmen,gefangen genommen,haben
versäumen,versäumt,haben
bücken,gebückt,haben
anschicken,angeschickt,haben
schmachten,geschmachtet,haben
geißeln,gegeißelt,haben
vidieren,vidiert,haben
schwellen,geschwollen,sein
verschmachten,verschmachtet,sein
verzieren,verziert,haben
benennen,benannt,haben
entzünden,entzündet,haben
dotieren,dotiert,haben
traktieren,traktiert,haben
umrechnen,umgerechnet,haben
ausbessern,ausgebessert,haben
versifizieren,versifiziert,haben
erheischen,erheischt,haben
zeihen,geziehen,haben
entfallen,entfallen,sein
erhören,erhört,haben
hinterlegen,hinterlegt,haben
aufnötigen,aufgenötigt,haben
töpfern,getöpfert,haben
niedermetzeln,niedergemetzelt,haben
kruschteln,gekruschtelt,haben
herauskristallisieren,herauskristallisiert,haben
übersiedeln,übergesiedelt,sein
aufsperren,aufgesperrt,haben
überfallen,überfallen,haben
befriedigen,befriedigt,haben
verwahrlosen,verwahrlost,sein
veranstalten,veranstaltet,haben
versichern,versichert,haben
sanieren,saniert,haben
tingeln,getingelt,haben
bimmeln,gebimmelt,haben
bürgen,gebürgt,haben
anstarren,angestarrt,haben
anreden,angeredet,haben
kauern,gekauert,haben
sperren,gesperrt,haben
losketten,losgekettet,haben
welken,gewelkt,haben
fortstoßen,fortgestoßen,haben
vormachen,vorgemacht,haben
einsperren,eingesperrt,haben
naschen,genascht,haben
beschränken,beschränkt,haben
würfeln,gewürfelt,haben
beanstanden,beanstandet,haben
atzen,geatzt,haben
perfektionieren,perfektioniert,haben
abholzen,abgeholzt,haben
fetzen,gefetzt,haben
liieren,liiert,haben
schurigeln,geschurigelt,haben
hervorheben,hervorgehoben,haben
preschen,geprescht,sein
rappeln,gerappelt,haben
aushebeln,ausgehebelt,haben
hebeln,gehebelt,haben
radeln,geradelt,sein
schnorcheln,geschnorchelt,haben
absprechen,abgesprochen,haben
verlangsamen,verlangsamt,haben
maikäfern,gemaikäfert,haben
mählen,gemählt,haben
absegnen,abgesegnet,haben
schonen,geschont,haben
verprügeln,verprügelt,haben
abfeuern,abgefeuert,haben
schwärmen,geschwärmt,haben
abwickeln,abgewickelt,haben
enttarnen,enttarnt,haben
gipfeln,gegipfelt,haben
ansiedeln,angesiedelt,haben
debattieren,debattiert,haben
stemmen,gestemmt,haben
vorschießen,vorgeschossen,haben
abschöpfen,abgeschöpft,haben
stunden,gestundet,haben
verstimmen,verstimmt,haben
verhätscheln,verhätschelt,haben
nebeln,genebelt,haben
anschmiegen,angeschmiegt,haben
finanzieren,finanziert,haben
durchschauen,durchschaut,haben
beantworten,beantwortet,haben
besingen,besungen,haben
abriegeln,abgeriegelt,haben
anpirschen,angepirscht,haben
einwenden,eingewandt,haben
einnisten,eingenistet,haben
pflügen,gepflügt,haben
camouflieren,camoufliert,haben
parallelisieren,parallelisiert,haben
betütern,betütert,haben
betören,betört,haben
kapern,gekapert,haben
fraternisieren,fraternisiert,haben
verhökern,verhökert,haben
versteigern,versteigert,haben
werkeln,gewerkelt,haben
anfechten,angefochten,haben
deckeln,gedeckelt,haben
gurren,gegurrt,haben
auswandern,ausgewandert,sein
rotten,gerottet,haben
stützen,gestützt,haben
erlesen,erlesen,haben
krächzen,gekrächzt,haben
flicken,geflickt,haben
aufmucken,aufgemuckt,haben
rubbeln,gerubbelt,haben
vertagen,vertagt,haben
vergraulen,vergrault,haben
geizen,gegeizt,haben
bescheren,beschert,haben
blubbern,geblubbert,haben
verschanzen,verschanzt,haben
purzeln,gepurzelt,sein
sinnieren,sinniert,haben
kollabieren,kollabiert,sein
aufsitzen,aufgesessen,haben
beschicken,beschickt,haben
ditschen,geditscht,haben
rackern,gerackert,haben
ackern,geackert,haben
sirren,gesirrt,haben
konnotieren,konnotiert,haben
trenzen,getrenzt,haben
quäken,gequäkt,haben
sezernieren,sezerniert,haben
herunterspielen,heruntergespielt,haben
auskoffern,ausgekoffert,haben
erleiden,erlitten,haben
durchficken,durchgefickt,haben
schmollen,geschmollt,haben
krippen,gekrippt,haben
abformen,abgeformt,haben
radizieren,radiziert,haben
fieren,gefiert,haben
kuppeln,gekuppelt,haben
verfumfeien,verfumfeit,haben
ihrzen,geihrzt,haben
giften,gegiftet,haben
erzen,geerzt,haben
mitsegeln,mitgesegelt,sein
zupfen,gezupft,haben
beschimpfen,beschimpft,haben
bauchpinseln,gebauchpinselt,haben
ersinnen,ersonnen,haben
schellen,geschellt,haben
feilhalten,feilgehalten,haben
transzendieren,transzendiert,haben
zappeln,gezappelt,haben
überwiegen,überwogen,haben
kneten,geknetet,haben
einwerben,eingeworben,haben
verwählen,verwählt,haben
ausmalen,ausgemalt,haben
aufführen,aufgeführt,haben
vaporisieren,vaporisiert,haben
rumkriegen,rumgekriegt,haben
abschleppen,abgeschleppt,haben
wegtreten,weggetreten,sein
einwilligen,eingewilligt,haben
jubilieren,jubiliert,haben
bekämpfen,bekämpft,haben
raspeln,geraspelt,haben
dekompilieren,dekompiliert,haben
verführen,verführt,haben
beschmieren,beschmiert,haben
kalben,gekalbt,haben
versterben,verstorben,sein
verrichten,verrichtet,haben
abrufen,abgerufen,haben
stranden,gestrandet,sein
anlabern,angelabert,haben
beschatten,beschattet,haben
beflocken,beflockt,haben
konkretisieren,konkretisiert,haben
durchfahren,durchfahren,haben
ätzen,geätzt,haben
